Geneid,Feature,Coefficient
PRF1,MYC,1.6355733204184133e-05
PRF1,SPP1,-4.748928289718357e-06
PRF1,THBS1,-8.733156008253844e-06
PRKAA2,A2M,-1.2462929765631836e-05
PRKAA2,CD74,1.388384494130068e-05
PRKAA2,COL5A1,0.00027731928784871995
PRKAA2,COL6A3,-0.0001615454898108714
PRKAA2,EGR1,3.9629093330051996e-05
PRKAA2,ITGAV,4.372267710025806e-07
PRKAA2,MYC,0.00011738901213597081
PRKAA2,POLR2A,0.0003854699776874785
PRKAA2,SPP1,2.296405223242187e-05
PRKAA2,THBS1,-6.196118944649109e-05
PRKACB,CD74,-0.00015781985272733917
PRKACB,EGR1,0.00024766315135832867
PROM1,APOE,0.00505824427854818
PROM1,B2M,-0.0007874647950989617
PROM1,BCAT1,0.002769147139104711
PROM1,C7,0.00024004781099624495
PROM1,CD163,0.002901960791337388
PROM1,CD74,-0.0017889940094387442
PROM1,CENPF,-0.0027359027995726487
PROM1,COL11A1,0.0011699320204576755
PROM1,COL6A3,-0.0014148436425285998
PROM1,EGR1,-0.00042772959657238536
PROM1,FGFR1,-0.0017099152515455175
PROM1,HLA-A,-0.000585467946055986
PROM1,HLA-C,-0.00020854097025122786
PROM1,IGF2R,0.0025432144144621875
PROM1,ITGAV,-0.0006677063590045598
PROM1,ITGB8,0.0014413242185889158
PROM1,JAG1,0.00397480622216119
PROM1,LDHA,0.00018833343395776098
PROM1,LTBP1,-0.0017131202564989291
PROM1,MFGE8,-0.002561369039342448
PROM1,MKI67,-0.00017843780018203948
PROM1,MMP1,-0.0023741313913879306
PROM1,MYC,0.0027783142995917256
PROM1,NF1,-0.00401659393027886
PROM1,PSMC4,-0.0017298224212252426
PROM1,RAD50,-0.0030665358847865036
PROM1,RPL23,-0.0024124784617441646
PROM1,RPL7A,0.002385507603399111
PROM1,S100A9,-0.004349267038639554
PROM1,SDHA,-0.0017502504005260588
PROM1,SFRP4,0.006575219890438851
PROM1,SPP1,0.00185853884519133
PROM1,STAT1,-0.001492596756944005
PROM1,STAT3,-0.00015379561034562016
PROM1,THBS1,-4.8038518299546934e-05
PROM1,VCAN,0.0002409136926333569
PRR5,THBS1,1.4708029457095404e-05
PSMB5,CD74,0.00030952426881507403
PSMB5,COL6A3,0.0002682769112446348
PSMB5,EGR1,-0.0005648247983932971
PSMB5,FGFR1,0.00041242031985339376
PSMB5,LTBP1,-1.021336210833329e-05
PSMB5,SPP1,-0.0002907335797102518
PSMB5,VCAN,0.00023338118588309316
PSMB8,APOE,-0.0008444998484939717
PSMB8,B2M,-0.00022299285265909557
PSMB8,CD74,-3.8730131196631914e-07
PSMB8,CENPF,0.0014281207247865764
PSMB8,COL5A1,-0.001645483993673813
PSMB8,COL6A3,-0.0001767671758911536
PSMB8,ENO1,-0.002070036159874011
PSMB8,FGFR1,0.0031899751776750442
PSMB8,ITGAV,0.002120453069007986
PSMB8,LTBP1,-8.404027159541642e-05
PSMB8,MKI67,0.002026555988803905
PSMB8,MMP7,-0.003503773494611092
PSMB8,PKM,0.0033785417081597753
PSMB8,S100A9,-0.0009812444029557472
PSMB8,SPP1,0.0018515433959168882
PSMB8,TFRC,0.003286661568301267
PSMB8,THBS1,2.5577318825201604e-05
PSMB8,VCAN,0.0013688912621142733
PSMB9,CD74,-0.0003188920005335363
PSMB9,FGFR1,0.0023267699352367745
PSMB9,MKI67,0.0017768758596143856
PSMB9,PKM,0.0022817207738090894
PSMB9,SPP1,0.00060644279467622
PSMB9,THBS1,0.00015146055901613884
PSMB9,VCAN,0.0009570449445860885
PTGER4,EGR1,0.00033549310720182865
PTGS2,CD74,-6.728197276647952e-05
PTGS2,EGR1,1.2141717231893575e-07
PTGS2,MYC,0.0005738836010798266
PTGS2,THBS1,0.00020675472892241276
PTGS2,VCAN,-9.836299999186508e-05
PTPN11,EGR1,-0.0002812971365709613
PTPRC,CD74,-0.00013975511995570938
PTPRC,COL5A1,-0.00034612403688430204
PTPRC,EGR1,0.00019568955963513045
PTPRC,THBS1,0.0005491371478127978
PVR,A2M,-0.0003597223132613148
PVR,ALDOA,-0.00035675560262015684
PVR,CD74,0.00015587925623948142
PVR,COL11A1,-0.00010858643076251543
PVR,EGR1,-0.00026257865690725794
PVR,LTBP1,0.00033397494722228657
PVR,MYC,-4.4985084390239206e-05
PVR,PKM,-6.079079664910436e-05
PVR,POLR2A,0.0035518290402436303
PVR,SPP1,-0.0004056450436375887
PVR,THBS1,-0.0001400657985166302
PVRIG,C7,-5.508892776891204e-06
PVRIG,CD74,-2.4813895316259107e-06
PVRIG,THBS1,2.8453086230765106e-05
RAD51,VCAN,2.0407966834154548e-20
RAD51C,A2M,-0.00010642764833584225
RAD51C,ARID1A,0.0013823618071505453
RAD51C,B2M,-0.0006017719649018913
RAD51C,BCAT1,0.00028393733344956684
RAD51C,C7,-1.0171000811095362e-05
RAD51C,CD47,-0.0014351835855680453
RAD51C,CD74,0.00025992323737827867
RAD51C,COL5A1,0.00026629511614681157
RAD51C,COL6A3,0.00015946819095220743
RAD51C,CTNNB1,-0.00036928531378332003
RAD51C,EGR1,-6.238206851923716e-05
RAD51C,ENO1,0.0003251705640897039
RAD51C,FGFR1,-9.643139118192156e-05
RAD51C,HLA-B,0.0003859120595397132
RAD51C,HLA-DRA,-0.0003724991909203843
RAD51C,ITGAV,-0.0008113663943890685
RAD51C,ITGB8,7.706481051043426e-05
RAD51C,LTBP1,-3.210012291387168e-05
RAD51C,MKI67,-9.169625421252974e-05
RAD51C,MMP7,0.0010899039990409874
RAD51C,MYC,0.0004987205032335495
RAD51C,NOTCH2,-0.0004037825661511174
RAD51C,PKM,-0.0006025401749378285
RAD51C,RPL23,0.0001169222200862563
RAD51C,S100A9,-0.0005363104912717308
RAD51C,SLC2A1,-0.00017474699229705503
RAD51C,SPP1,0.00033876517876645383
RAD51C,TFRC,-0.00027030135664487756
RAD51C,THBS1,-0.00017990700297923742
RAD51C,VCAN,-0.00015877773801420934
RASAL1,COL6A3,-1.0373165184473667e-20
RASGRF1,C7,-1.3920816696354374e-06
RASGRF1,CD74,-4.740311339492869e-06
RASGRF1,COL5A1,1.6161987567340516e-05
RASGRF1,FGFR1,-6.966671978814897e-05
RASGRF1,MYC,-2.563198065985131e-05
RASGRF1,S100A9,6.874900228478991e-05
RASGRF1,THBS1,6.089779483995917e-06
RELA,A2M,-0.0003150638818624978
RELA,C7,-2.8114024771244347e-05
RELA,CD74,-3.9423562473988825e-05
RELA,COL6A3,7.685635326101735e-05
RELA,MKI67,0.0008826411438091444
RELA,SPP1,0.0002547915841167624
RELB,THBS1,5.882119295975483e-20
REN,EGR1,-2.0625921275856394e-21
RIPK1,ALDOA,-4.164178524190066e-05
RIPK1,C7,-0.0002079028079987224
RIPK1,CD74,-5.1407881948824225e-05
RIPK1,COL6A3,-0.00022821447013118598
RIPK1,EGR1,0.00022516469506994263
RIPK1,FGFR1,0.00014821716416597933
RIPK1,ITGB8,-0.0003584118810846646
RIPK1,LTBP1,4.117747175776852e-05
RIPK1,RPL23,-0.00041523792731121013
RIPK1,SPP1,0.0003034168371736117
RIPK1,THBS1,0.0003326819934728888
RIPK1,VCAN,8.65245211733808e-05
ROBO4,A2M,9.382980880106462e-06
ROBO4,B2M,0.0001901789340137269
ROBO4,C7,-2.201787521497954e-06
ROBO4,CD74,-4.7797277800750384e-05
ROBO4,COL5A1,-2.6777646008412767e-05
ROBO4,STAT1,7.506312421749711e-05
ROCK1,THBS1,2.9410596479877416e-20
ROR2,CD74,-0.00042664440579412086
ROR2,THBS1,0.00040719393345872414
RPL7A,MKI67,6.60780915650376e-18
RPTOR,A2M,-0.0005225386074928833
RPTOR,C7,-0.00013216911195011006
RPTOR,CD74,0.0005704674675779537
RPTOR,COL6A3,0.0003859007776668563
RPTOR,EGR1,-0.00012823284048388788
RPTOR,FGFR1,0.00019727980211132332
RPTOR,HLA-DPA1,-0.0004998808465841437
RPTOR,ITGAV,2.6539955952304452e-05
RPTOR,ITGB8,-0.00019951497045993174
RPTOR,MYC,0.0004600649241155384
RPTOR,THBS1,-0.0004604424945345595
RPTOR,VCAN,-0.000470937128036219
RRM2,SPP1,3.08173256935294e-19
S100A12,ALDOA,0.00030301570371340256
S100A12,APOE,-0.00022752684072780752
S100A12,ATM,-0.0006283350785567204
S100A12,B2M,0.0001601040047630233
S100A12,CD74,4.111433968311228e-05
S100A12,COL11A1,-0.0005271925721577258
S100A12,COL5A1,-8.230572906566823e-05
S100A12,COL6A3,-0.00011281330292313825
S100A12,CRABP2,0.0006731915942115467
S100A12,EGR1,-2.304606376755736e-05
S100A12,FGFR1,-0.00026153316207535747
S100A12,HLA-C,-0.0010386032587641468
S100A12,IGF2R,-0.0004578077081499994
S100A12,ITGB8,-0.0013636215904440298
S100A12,LTBP1,-0.0001697008247664119
S100A12,MKI67,0.00019554513379606102
S100A12,MMP1,-0.0009200279224345955
S100A12,MMP7,8.691727928219292e-05
S100A12,NF1,-0.000294543807005261
S100A12,NOTCH1,-0.00021615541079178876
S100A12,POLR2A,9.894355818908521e-05
S100A12,RPL23,-0.001237122845324975
S100A12,SPP1,-0.0002911029861575392
S100A12,TFRC,-0.0012609471958040031
S100A12,THBS1,0.00047236289826588923
S100A12,TNFAIP3,-7.024764158839288e-05
S100A12,VCAN,0.00015326257730451697
S100A9,COL6A3,0.0005064039785261016
SAMD9,SPP1,0.00015808734967269434
SAMD9,THBS1,0.00028764796260148553
SAMSN1,CD74,-0.00027332127153238716
SAMSN1,COL6A3,-8.216064549568575e-05
SAMSN1,THBS1,0.00128689723491007
SAMSN1,VCAN,-8.468265672290948e-05
SBNO2,ALDOA,-9.160501628572222e-05
SBNO2,CD74,-0.00012429722391969235
SBNO2,CENPF,0.0012448216758869973
SBNO2,COL5A1,-0.0007997293796394398
SBNO2,COL6A3,-2.5408739118843062e-06
SBNO2,CTNNB1,0.00244095802906928
SBNO2,FGFR1,0.00023515742612872923
SBNO2,IGF2R,0.0005444106944917218
SBNO2,ITGAV,0.005717962426795404
SBNO2,LTBP1,0.000263917981511029
SBNO2,MKI67,0.0006956610336895725
SBNO2,MMP1,-7.569198341690015e-05
SBNO2,MMP7,-0.0019505823211337823
SBNO2,MX1,0.0026179797672560936
SBNO2,MYC,-0.0009091744013527143
SBNO2,PKM,0.003958625086261521
SBNO2,SPP1,-0.0008242407975406778
SBNO2,THBS1,0.0007166038416471248
SBNO2,VCAN,0.00015499358432483938
SELE,C7,-2.163322286606453e-05
SELE,CD74,-3.402934327357289e-05
SELE,COL6A3,-0.00011846335444456463
SELE,MYC,3.4313306924204966e-05
SELE,THBS1,0.0004278118812521927
SELL,COL5A1,-0.00018974873880671448
SELL,SPP1,-2.1378793438947723e-05
SELL,THBS1,0.0004219024867359644
SELL,VCAN,-7.400434455217929e-05
SELP,CD74,-3.781955313679564e-05
SELP,COL11A1,-1.6737918063399587e-06
SELP,COL5A1,-0.00012330367715118417
SELP,COL6A3,-2.274217974501417e-05
SELP,EGR1,3.9905096524239044e-06
SELP,FGFR1,-0.0001090640775556403
SELP,LTBP1,2.2515227104677895e-05
SELP,SPP1,-2.2478234528843293e-05
SELP,THBS1,0.0002092392333289695
SELP,VCAN,-3.166008747927197e-05
SERPINA1,A2M,-9.269481527296062e-05
SERPINA1,ALDOA,-0.0007469878288951544
SERPINA1,APOE,-0.0006791216371272615
SERPINA1,C7,0.0011803808417266781
SERPINA1,CENPF,9.35808895612697e-05
SERPINA1,COL6A3,-0.00025469844959036806
SERPINA1,CRABP2,0.016445307245614885
SERPINA1,EGR1,0.00034500420470299175
SERPINA1,ERBB2,0.0027162612902826926
SERPINA1,FGFR1,-0.0015773096736993461
SERPINA1,IGF2R,0.004306320869309188
SERPINA1,ITGA6,0.0035019738826767978
SERPINA1,ITGB8,0.0035169007459728927
SERPINA1,LAMC2,-0.004028781408879945
SERPINA1,PKM,0.010280077550725767
SERPINA1,PLOD2,0.007992818478475872
SERPINA1,POLR2A,0.0017688800347033153
SERPINA1,S100A9,-0.006105164062274184
SERPINA1,SPP1,-0.0012542856454321385
SERPINA1,THBS1,0.0009443734237946615
SERPINA1,VCAN,-0.0004025014156625951
SERPINB5,COL6A3,-3.0637213382640955e-05
SERPINB5,THBS1,-2.6115921416030873e-06
SERPINH1,CD74,-0.00039636218633969377
SERPINH1,COL6A3,8.806464792535999e-06
SERPINH1,THBS1,0.0001982978994551503
SFRP1,CD74,-0.0004278891143770008
SFRP1,COL5A1,-0.00011864926687889132
SFRP1,FGFR1,-0.0007278498013698312
SFRP1,ITGB8,0.0015262636294845582
SFRP1,MKI67,-0.0003350698372892819
SFRP1,SPP1,0.0009598872190082768
SFRP1,THBS1,5.8972988948576456e-05
SFRP1,VCAN,-0.00031751680413165373
SFRP4,THBS1,0.0009053552118570087
SGK1,THBS1,0.0025323050530937164
SH2D1A,EGR1,7.904594265594112e-05
SHC2,CD74,-4.707926792520379e-05
SHC2,THBS1,6.680360948294606e-05
SHC2,VCAN,-2.1697475011475276e-05
SIGLEC1,CD74,-6.0922987391193714e-05
SIGLEC1,EGR1,0.0002592814882430653
SIGLEC1,THBS1,0.00011096100336976083
SIGLEC5,THBS1,3.676324559984677e-21
SIGLEC8,EGR1,2.0625921275856394e-21
SIRPA,CD74,-0.00012356538281869006
SIRPA,EGR1,0.0002247156627778261
SIRPA,THBS1,0.0002943889582458714
SLAMF7,CD74,-1.2719038654802794e-20
SLC11A1,THBS1,5.882119295975483e-20
SLC16A1,FGFR1,0.0008073903317646555
SLC1A5,VCAN,3.2652746934647276e-19
SLC7A5,COL6A3,0.0001802381230610068
SLC7A5,THBS1,0.0002082498989607144
SMAD5,CD74,-5.0876154619211175e-20
SMAP1,COL6A3,8.298532147578934e-20
SOCS1,CD74,-1.1435895818575073e-05
SOX10,C7,-1.2777234025247648e-05
SOX10,CD74,-1.1402574097611876e-05
SOX10,EGR1,1.5119875743659353e-05
SOX10,FGFR1,-2.947426602054183e-05
SOX11,ALDOA,-0.0005802401752179484
SOX11,APOE,0.002415076049683422
SOX11,ATM,-0.0006883064839716508
SOX11,B2M,6.693844135255458e-05
SOX11,C7,0.0011579762348100466
SOX11,CD47,0.006974048307329773
SOX11,CD74,-0.0006970264955958685
SOX11,COL5A1,0.0016644421768120287
SOX11,COL6A3,-0.0005511719805937772
SOX11,EGR1,-0.0007468559203180552
SOX11,FGFR1,-0.00037646589581734585
SOX11,HIF1A,-0.0009067991198557439
SOX11,HLA-B,0.0012830275676324907
SOX11,IFITM1,0.0021931218920139446
SOX11,IGF2R,-0.0017370328377806013
SOX11,MYC,0.0018565996194513535
SOX11,PKM,0.0001692657440507964
SOX11,RPL23,-0.00030320557418092933
SOX11,RPL7A,0.000980098656695394
SOX11,SFRP4,0.0004938510037237832
SOX11,TFRC,0.002005630080456131
SOX11,VCAN,-0.00014415824944404948
SOX2,COL6A3,8.298532147578934e-20
STAT1,A2M,-0.006470452208941919
STAT1,APOE,0.00013119502475647014
STAT1,ATM,-0.005192168180588527
STAT1,C7,-0.0029266368002744346
STAT1,CD74,0.00033573371598486667
STAT1,COL6A3,1.1336302232350159e-05
STAT1,EGR1,0.0035759695760707705
STAT1,ERBB2,-0.0017621456463375836
STAT1,ESR1,-0.002030825863761784
STAT1,FGFR1,0.007244863362805986
STAT1,LTBP1,0.0002566292420043995
STAT1,MKI67,0.002203759512316111
STAT1,MMP7,-0.0029045874261262998
STAT1,MX1,-0.0008902906608125278
STAT1,PKM,-0.0031645469099811263
STAT1,POLR2A,-0.006913308727912191
STAT1,RPL23,-0.0015788228110332199
STAT1,RPL7A,0.0023779515410228456
STAT1,S100A9,-0.021567830576718856
STAT1,SPP1,0.014618517334700392
STAT1,STAT1,-0.004016709987328268
STAT1,THBS1,5.267576321650374e-05
STAT4,A2M,0.00030335591824930157
STAT4,B2M,0.0002215081486193485
STAT4,C7,-0.00013072460165105133
STAT4,CD74,-0.000178555545652376
STAT4,COL11A1,-0.0004696113956311038
STAT4,EGR1,7.575586356878675e-05
STAT4,PKM,0.0005171804113357942
STAT4,SPP1,-0.00011773531224669794
STAT4,THBS1,0.00021215106383388658
SYK,C7,5.096575633714888e-20
TAF3,EGR1,1.3551746435189443e-05
TAP1,A2M,-0.00014815583154593285
TAP1,B2M,-0.0005407312057386203
TAP1,COL6A3,-0.0009543562949297993
TAP1,FGFR1,0.005485381377999712
TAP1,LTBP1,0.0007154297982070489
TAP1,MKI67,0.0054305886179005095
TAP1,MMP7,-0.003196967197700421
TAP1,PKM,0.0020075178033867502
TAP1,RPL23,-0.00027565016166935244
TAP1,S100A9,-0.0016394381237991634
TAP1,SPP1,0.001835125436481947
TAP1,THBS1,0.001018437664543449
TAP1,VCAN,0.001694336144333779
TAP2,FGFR1,0.0017443753899169367
TAP2,MKI67,0.002120559133300241
TAP2,PKM,0.0006840387821598152
TAP2,SPP1,0.0009951984510965742
TAP2,VCAN,0.0003795676359172751
TAPBP,THBS1,0.0004745727088186701
TAPBPL,EGR1,1.5383297523761397e-05
TBX21,COL6A3,-3.6153529827815718e-06
TBXAS1,CD74,-0.0001612582104553242
TBXAS1,EGR1,0.0004074261819691133
TBXAS1,THBS1,3.943896751963125e-05
TCF3,CD74,1.0175230923842235e-19
TCL1A,THBS1,3.6521554085243404e-05
TCL1A,VCAN,8.239584041857904e-06
TDO2,A2M,-0.0006209827548036088
TDO2,C7,-0.0002534427447116251
TDO2,COL6A3,-0.0002882587128364431
TDO2,FGFR1,-0.00010692001503865373
TDO2,ITGB8,-0.0002927389574595387
TDO2,LTBP1,0.0015356583150602104
TDO2,MKI67,6.380541559374788e-05
TDO2,MYC,-0.0002795748135102031
TDO2,PKM,0.0002589257296399068
TDO2,S100A9,-0.0006757970339015472
TDO2,SPP1,3.284134950454951e-05
TDO2,THBS1,0.0008633045075225882
TDO2,VCAN,0.00037723178720101646
TGFB1,CD74,-0.0007208594500942698
TGFB1,EGR1,0.0005750033872710245
TGFB1,FGFR1,-0.0007063536821646387
TGFB1,THBS1,0.0012044920902025988
TGFB2,APOE,0.006377943024159523
TGFB2,B2M,0.0007484615708792957
TGFB2,C7,0.0018071394430581118
TGFB2,CD47,0.009822612112750631
TGFB2,CD74,-0.001544605261152405
TGFB2,COL5A1,0.002201665264857818
TGFB2,COL6A3,-0.0018714343914395658
TGFB2,CTNNB1,-0.0019436996000980053
TGFB2,EGR1,-0.0007327962635930406
TGFB2,ESR1,0.0005511424691177108
TGFB2,FGFR1,-0.0007715058145412757
TGFB2,HIF1A,-0.004265280472553773
TGFB2,HLA-B,0.0008374729547321494
TGFB2,ITGAV,-0.00027506005234223264
TGFB2,LTBP1,-0.0005528936476781995
TGFB2,MYC,0.0019724889109764498
TGFB2,NF1,0.000815388753966898
TGFB2,NOTCH2,0.002005441197584279
TGFB2,POLR2A,-0.0014105845648263685
TGFB2,RPL7A,0.002221159723307967
TGFB2,TFRC,0.0012723821083896675
TGFB2,THBS1,0.000658640332761635
TGFB2,VCAN,0.0001341688640020411
TGFB3,B2M,0.001332331584893636
TGFB3,THBS1,0.00024340110524518968
TGFBR1,CD74,-0.0004481435975580256
TGFBR1,THBS1,0.0008284076371989314
TGFBR2,CD74,-5.042043007384986e-05
TGFBR2,EGR1,0.0006780726206183143
TGFBR2,THBS1,0.00014543776340794574
THBD,CD74,-9.961528634110209e-05
THBD,EGR1,0.0001580173780177738
THBD,THBS1,0.00021920758205520353
THBS1,CD74,-0.0055190593077740855
THBS1,THBS1,0.012358550373265555
THY1,THBS1,4.705695436780387e-19
TIE1,A2M,0.00012167950002238461
TIE1,B2M,0.001147387754864013
TIE1,C7,-0.00016376466201276877
TIE1,CD74,-0.00034565177597123224
TIE1,COL11A1,-0.00031206769803459184
TIE1,COL5A1,-0.0001430268914745557
TIE1,SPP1,-8.353784344388011e-05
TIE1,STAT1,0.0007940105078491159
TIE1,THBS1,0.00014475897636708574
TIGIT,EGR1,9.02244001871596e-05
TIGIT,THBS1,4.118236859025436e-05
TLR1,C7,7.080444550977425e-05
TLR1,CD74,-8.117731055599205e-05
TLR1,EGR1,5.747536662791939e-05
TLR1,FGFR1,-6.41428830410624e-05
TLR1,SPP1,0.0001854750749398221
TLR1,THBS1,0.00014799719541705778
TLR2,ALDOA,0.0005193575157366972
TLR2,APOE,-0.00041000403586144825
TLR2,BCAT1,-0.0006059046268449254
TLR2,CD163,0.004177249720671297
TLR2,CD74,-0.0004022540174326674
TLR2,CENPF,0.0007109168467174186
TLR2,COL11A1,-0.00012217882489461078
TLR2,COL5A1,-0.00253712173889488
TLR2,CRABP2,0.0023137386281102297
TLR2,CTNNB1,0.0024461317283219824
TLR2,FGFR1,-0.00016887773978568947
TLR2,FLNB,-0.0006783803781414432
TLR2,GLUL,0.0030307790206314813
TLR2,HLA-B,-0.001545603250367012
TLR2,ITGAV,0.003036204013321189
TLR2,LTBP1,-0.0005063009388447088
TLR2,MKI67,0.0005737693698753115
TLR2,MMP1,-0.0003696249034962502
TLR2,MYC,-0.0007489805170357395
TLR2,PKM,0.0041945667795287985
TLR2,RPL23,-0.0017036386756758837
TLR2,SPP1,-0.002508699592259797
TLR2,THBS1,0.0009147791195610636
TLR2,VCAN,0.000863292608557472
TLR3,CD74,-0.00017334800654344881
TLR3,SPP1,0.00011395532523440838
TLR3,THBS1,0.0001862955904827114
TLR4,CD74,-0.00018276844281141802
TLR4,EGR1,0.00029330913976279217
TLR4,THBS1,2.5409415833492714e-05
TLR5,CD74,-2.0901391777964578e-05
TLR5,EGR1,2.8837269440041135e-06
TLR5,FGFR1,-5.942530679747828e-05
TLR7,B2M,0.00015638745876420636
TLR7,CD74,-6.543527392425726e-05
TLR7,COL5A1,-6.82727499433201e-05
TLR7,EGR1,5.4338785335952364e-05
TLR7,STAT1,0.00012093025285331021
TLR7,THBS1,7.393354822396316e-05
TLR8,A2M,0.00010571722790939518
TLR8,CD74,-0.00010409447020359952
TLR8,COL11A1,-4.647880459668912e-05
TLR8,COL5A1,-7.151489241065596e-05
TLR8,EGR1,8.048782212389696e-05
TLR8,FGFR1,-0.00015279684051447903
TLR8,PKM,0.00026365211784345723
TLR8,RPL7A,-0.0001240864849066275
TLR8,SPP1,-1.700049281921298e-06
TLR8,STAT1,0.0003751474612487792
TLR8,THBS1,5.9762048881268995e-05
TMEM140,CD74,-9.471671163442335e-05
TMEM140,EGR1,8.644760519460345e-05
TMEM140,SPP1,5.875834966771245e-05
TMEM140,THBS1,0.00013518659766901958
STING1,SPP1,3.08173256935294e-19
TNF,COL6A3,1.6597064295157868e-19
TNFAIP3,C7,-0.0005284338941415448
TNFAIP3,CD74,-0.00031014871327222416
TNFAIP3,EGR1,0.0006927735484004193
TNFAIP3,SPP1,-0.00022276228517067662
TNFAIP3,THBS1,0.0011954354411745438
TNFAIP3,VCAN,-0.0004994329393751443
TNFAIP6,THBS1,7.503600456208266e-05
TNFRSF10B,THBS1,2.4891285969868953e-05
TNFRSF10C,B2M,0.00023691640215564724
TNFRSF10C,C7,-0.00012929194923810546
TNFRSF10C,COL11A1,-0.00015940597362962524
TNFRSF10C,COL5A1,-0.00017560476660982233
TNFRSF10C,EGR1,7.62049382122313e-06
TNFRSF10C,FGFR1,-3.6613680733156974e-05
TNFRSF10C,HLA-C,-0.0004319363087341208
TNFRSF10C,MKI67,0.00011556507595968325
TNFRSF10C,NF1,-0.0001248899767374964
TNFRSF10C,PKM,0.0003054164062951188
TNFRSF10C,RPL23,-7.299978263212103e-05
TNFRSF10C,SPP1,-0.00013812165050804354
TNFRSF10C,THBS1,0.0002671152748599517
TNFRSF10D,CD74,-3.7105911712442986e-05
TNFRSF10D,EGR1,3.8984338659651786e-05
TNFRSF11B,A2M,-0.0001858747914469144
TNFRSF11B,C7,-9.207334543215669e-06
TNFRSF11B,CD163,0.00011007588825010458
TNFRSF11B,COL6A3,-0.0005014008478181443
TNFRSF11B,ENO1,0.0029487980758414064
TNFRSF11B,HIF1A,0.0018207796763680564
TNFRSF11B,IGF2R,0.0005153770872090882
TNFRSF11B,LDHA,0.0003405212758849779
TNFRSF11B,LTBP1,0.00011249023777015426
TNFRSF11B,MKI67,-0.0008693632578235971
TNFRSF11B,MMP7,-0.000282161612135931
TNFRSF11B,MYC,0.0006457142092348474
TNFRSF11B,PLOD2,0.00423957084230645
TNFRSF11B,THBS1,0.0001383624959434998
TNFRSF11B,VCAN,0.0004043591504330591
TNFRSF14,C7,-0.00019766309587312912
TNFRSF14,CD74,-0.00028090703046836454
TNFRSF14,COL5A1,-0.0001288843314096908
TNFRSF14,EGR1,0.0006499920333116698
TNFRSF14,LTBP1,-2.1998890900178795e-06
TNFRSF14,PKM,1.088721828502938e-05
TNFRSF14,SPP1,0.0007284591294754435
TNFRSF14,THBS1,-2.2671869991410903e-05
TNFRSF14,VCAN,-0.00020816280947398414
TNFRSF17,THBS1,4.741492562177991e-05
TNFRSF18,B2M,7.481425400078531e-05
TNFRSF18,C7,-9.217692968074236e-07
TNFRSF18,FGFR1,-4.019977907022611e-05
TNFRSF18,PKM,0.00023481941372806915
TNFRSF18,THBS1,1.1277003586093284e-05
TNFRSF18,VCAN,-9.760485043508879e-07
TNFRSF1A,THBS1,0.0002607890342180326
TNFRSF1B,CD74,-0.0003652186295372518
TNFRSF1B,COL11A1,-0.00015068647079150723
TNFRSF1B,COL5A1,-0.0006777899745816549
TNFRSF1B,EGR1,0.00031288067803294557
TNFRSF1B,PKM,0.00261955041749653
TNFRSF1B,SPP1,-4.330984461654968e-05
TNFRSF1B,THBS1,0.000763161203763241
TNFRSF25,CD74,2.9674298255893887e-05
TNFRSF8,C7,-5.429277210907098e-06
TNFRSF8,THBS1,8.59001458371026e-05
TNFRSF9,A2M,0.00013759736533859295
TNFRSF9,CD74,-7.127915375129232e-05
TNFRSF9,CENPF,0.00045785315224850453
TNFRSF9,COL5A1,-0.0002663880025993239
TNFRSF9,COL6A3,-6.039682960824552e-06
TNFRSF9,FGFR1,0.00014239225342839334
TNFRSF9,LTBP1,-0.0001333918956508994
TNFRSF9,MYC,-7.445147260034392e-05
TNFRSF9,PKM,0.0007564460578965774
TNFRSF9,POLR2A,0.0007568214604309384
TNFRSF9,RPL23,-0.0002304230050755566
TNFRSF9,S100A9,-0.00029658749619438545
TNFRSF9,SPP1,-0.00024708885236150735
TNFRSF9,THBS1,0.00033769317348076385
TNFSF12,CD74,-0.0002365533689045073
TNFSF12,EGR1,8.527690750550594e-05
TNFSF12,THBS1,0.00018961421113558377
TNFSF13,B2M,8.239475876019805e-05
TNFSF13,C7,2.658375252730507e-06
TNFSF13,LTBP1,-4.623784911357026e-05
TNFSF13,PKM,0.0016717170037981953
TNFSF13B,A2M,0.0001879111693429271
TNFSF13B,C7,8.576890355995423e-05
TNFSF13B,CD74,-0.0001580457310440319
TNFSF13B,COL5A1,-4.461213132097646e-05
TNFSF13B,COL6A3,-5.3178904058048585e-06
TNFSF13B,CTNNB1,0.00011089115649449348
TNFSF13B,EGR1,8.022714812438366e-07
TNFSF13B,FGFR1,-8.496690097553689e-05
TNFSF13B,SPP1,0.0002207500817389174
TNFSF13B,THBS1,0.00013483188714757437
TNFSF13B,VCAN,4.674099393392216e-05
TNFSF18,EGR1,-1.2770620522615e-05
TNFSF18,LTBP1,0.00010642218061054504
TNFSF4,A2M,-0.00013977763707540236
TNFSF4,ALDOA,-0.0009406036803060646
TNFSF4,APOE,0.00040119273475441907
TNFSF4,ATM,-0.004293642343788332
TNFSF4,B2M,0.0007077642329485461
TNFSF4,C7,5.074301291815094e-05
TNFSF4,CD47,0.004629091102417348
TNFSF4,CD74,-0.0003690144440365423
TNFSF4,COL11A1,0.0013315277320777826
TNFSF4,COL5A1,0.00031379885098292053
TNFSF4,COL6A3,-0.0003289492330597149
